station,temperature,dew_point,pressure,wind_dir,wind_speed,visibility,rain
SBFL,17,16,1016,340,3,8000,0
SBFL,17,16,1015,350,10,9000,0
SBFL,17,16,1015,320,12,7000,0
SBFL,17,16,1016,340,13,,0
SBFL,18,16,1016,330,10,,0
SBFL,18,16,1016,330,14,,0
SBFL,18,16,1016,340,14,,0
SBFL,18,16,1017,350,9,,0
SBFL,18,16,1017,360,8,,0
SBFL,18,16,1018,350,10,,0
SBFL,19,16,1018,350,13,,0
SBFL,19,16,1018,350,13,,0
SBFL,19,16,1018,350,13,,0
SBFL,19,16,1018,350,10,,0
SBFL,19,16,1018,350,13,,0
SBFL,20,16,1018,340,15,,0
SBFL,21,16,1017,350,16,,0
COR,22,16,1018,360,16,,0
SBFL,23,16,1019,360,12,,0
SBFL,22,16,1020,350,14,,0
SBFL,21,16,1021,360,15,9999,0
SBFL,21,16,1022,350,14,9999,0
SBFL,19,15,1023,350,12,9999,0
SBFL,19,16,1022,350,12,9999,0
SBFL,19,16,1022,350,10,9999,0
SBFL,18,16,1021,340,13,9999,0
SBFL,18,16,1021,340,13,9999,0
SBFL,18,16,1021,340,13,9999,0
SBFL,18,16,1021,330,11,9999,0
SBFL,18,16,1022,330,10,9999,0
SBFL,18,16,1022,340,12,9999,0
SBFL,18,16,1022,340,10,9999,0
SBFL,17,15,1023,330,9,9999,0
SBFL,18,15,1023,330,10,9999,0
SBFL,17,15,1023,340,9,9999,0
SBFL,18,15,1023,340,10,9999,0
SBFL,18,14,1023,340,9,9999,0
SBFL,18,14,1023,340,9,9999,0
SBFL,18,13,1023,360,10,9999,0
SBFL,18,14,1023,360,13,9999,0
SBFL,19,13,1022,350,15,9999,0
SBFL,19,14,1022,360,14,9999,0
SBFL,20,14,1022,350,15,9999,0
SBFL,20,13,1022,350,15,9999,0
SBFL,21,13,1022,350,17,9999,0
SBFL,21,13,1023,350,17,9999,0
SBFL,21,13,1025,340,16,9999,0
SBFL,20,13,1026,330,14,9999,0
SBFL,19,13,1027,320,11,9999,0
SBFL,17,14,1027,310,9,9999,0
SBFL,16,12,1026,340,9,9999,0
SBFL,14,12,1026,330,5,9999,0
SBFL,14,12,1026,330,5,9999,0
SBFL,13,12,1026,310,7,9999,0
SBFL,14,12,1026,340,7,9999,0
SBFL,14,12,1027,010,4,,0
SBFL,14,12,1027,360,5,,0
SBFL,13,11,1028,350,4,,0
SBFL,15,13,1028,340,6,,0
SBFL,14,12,1028,360,5,,0
SBFL,15,12,1027,360,5,,0
SBFL,15,12,1027,010,6,9999,0
SBFL,15,12,1027,010,6,9999,0
SBFL,16,12,1027,010,6,,0
SBFL,17,12,1026,010,7,,0
SBFL,18,11,1025,360,9,9999,0
SBFL,19,11,1024,350,11,9999,0
SBFL,20,11,1024,360,13,9999,0
SBFL,20,10,1025,360,13,9999,0
SBFL,20,12,1025,340,11,9999,0
SBFL,19,10,1026,340,10,9999,0
SBFL,19,11,1027,350,10,9999,0
SBFL,18,10,1028,340,8,,0
SBFL,16,11,1028,350,5,,0
SBFL,14,12,1027,320,6,,0
SBFL,10,9,1027,220,2,,0
SBFL,8,7,1026,260,2,,0
SBFL,10,8,1026,300,3,,0
SBFL,8,8,1025,300,3,,0
SBFL,9,8,1025,270,3,,0
SBFL,9,8,1026,260,4,,0
SBFL,9,7,1026,220,2,,0
SBFL,9,7,1026,260,3,,0
SBFL,10,9,1026,270,4,,0
SBFL,10,8,1026,330,2,,0
SBFL,11,9,1026,120,1,,0
SBFL,11,9,1026,000,0,,0
SBFL,11,9,1026,000,0,,0
SBFL,12,9,1025,VRB,1,,0
SBFL,13,9,1025,100,2,,0
SBFL,15,8,1024,100,3,,0
SBFL,17,8,1023,120,7,,0
SBFL,18,8,1023,140,9,,0
SBFL,19,7,1023,150,9,9999,0
SBFL,19,9,1023,180,7,9999,0
SBFL,19,8,1024,200,10,,0
SBFL,18,7,1024,200,7,,0
SBFL,16,3,1025,290,4,,0
SBFL,15,5,1025,310,5,,0
SBFL,13,5,1025,320,4,,0
SBFL,11,7,1024,VRB,2,,0
SBFL,7,5,1023,VRB,1,,0
SBFL,6,4,1023,330,1,,0
SBFL,7,5,1022,120,1,,0
SBFL,7,5,1022,000,0,,0
SBFL,8,5,1023,000,0,,0
SBFL,10,5,1023,VRB,2,,0
SBFL,12,5,1023,280,6,,0
SBFL,10,6,1023,220,5,,0
SBFL,12,6,1023,260,3,,0
SBFL,12,5,1023,190,7,,0
SBFL,14,4,1022,180,10,,0
SBFL,14,4,1022,180,10,,0
SBFL,15,5,1022,180,7,,0
SBFL,16,5,1021,170,11,,0
SBFL,16,5,1020,180,12,,0
SBFL,17,5,1019,170,10,,0
SBFL,19,3,1018,180,14,,0
